pair,family_type,assessment_family,projects,lineages,left_enabled,right_enabled,left_proportion,right_proportion,left_minus_right_percentage_points,ci_low_percentage_points,ci_high_percentage_points,cohort,observational_unit
Fedora ↔ Arch,CROSS_FAMILY,KeyringMode,156,258,257,257,0.9961240310077519,0.9961240310077519,0.0,0.0,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,LockPersonality,156,258,35,45,0.13565891472868216,0.1744186046511628,-3.875968992248062,-6.787458379578245,-1.6666666666666667,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,MemoryDenyWriteExecute,156,258,32,38,0.12403100775193798,0.14728682170542637,-2.3255813953488373,-4.800087336244541,-0.3622861403233406,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,NoNewPrivileges,156,258,37,53,0.1434108527131783,0.2054263565891473,-6.2015503875969,-10.212765957446807,-2.8036448598130854,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,NotifyAccess,156,258,253,254,0.9806201550387597,0.9844961240310077,-0.3875968992248062,-1.3043478260869565,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,PrivateDevices,156,258,33,44,0.12790697674418605,0.17054263565891473,-4.263565891472868,-7.87037037037037,-1.2819148936170233,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,PrivateMounts,156,258,257,257,0.9961240310077519,0.9961240310077519,0.0,0.0,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,PrivateNetwork,156,258,21,21,0.08139534883720931,0.08139534883720931,0.0,-1.1584133967854897,1.1674291707198425,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,PrivateTmp,156,258,56,60,0.21705426356589147,0.23255813953488372,-1.550387596899225,-5.479596555112421,2.2026431718061676,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,PrivateUsers,156,258,10,14,0.03875968992248062,0.05426356589147287,-1.550387596899225,-3.3333333333333335,-0.3496198923028196,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProcSubset,156,258,8,10,0.031007751937984496,0.03875968992248062,-0.7751937984496124,-2.0516528925619832,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectClock,156,258,27,34,0.10465116279069768,0.13178294573643412,-2.7131782945736433,-5.34997795414462,-0.4650091094202138,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectControlGroups,156,258,45,52,0.1744186046511628,0.20155038759689922,-2.7131782945736433,-5.701796077646588,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectHome,156,258,39,46,0.1511627906976744,0.17829457364341086,-2.7131782945736433,-6.349374495560936,0.4098360655737705,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectHostname,156,258,34,42,0.13178294573643412,0.16279069767441862,-3.10077519379845,-5.833333333333333,-0.7518092985272179,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectKernelLogs,156,258,32,41,0.12403100775193798,0.15891472868217055,-3.488372093023256,-6.11353711790393,-1.360314396028685,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectKernelModules,156,258,41,49,0.15891472868217055,0.18992248062015504,-3.10077519379845,-6.048387096774194,-0.6776836158192131,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectKernelTunables,156,258,38,46,0.14728682170542637,0.17829457364341086,-3.10077519379845,-6.194781686535507,-0.38461538461538464,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectProc,156,258,18,22,0.06976744186046512,0.08527131782945736,-1.550387596899225,-3.571428571428571,0.3058103975535168,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,ProtectSystem,156,258,29,37,0.1124031007751938,0.1434108527131783,-3.10077519379845,-6.25,-0.37033620336203416,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RemoveIPC,156,258,18,25,0.06976744186046512,0.09689922480620156,-2.7131782945736433,-5.333333333333334,-0.6825938566552902,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RestrictAddressFamilies,156,258,39,47,0.1511627906976744,0.1821705426356589,-3.10077519379845,-6.122644460082884,-0.6268132167682414,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RestrictNamespaces,156,258,34,43,0.13178294573643412,0.16666666666666666,-3.488372093023256,-6.363636363636363,-1.1450381679389312,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RestrictRealtime,156,258,43,53,0.16666666666666666,0.2054263565891473,-3.875968992248062,-6.726457399103139,-1.4545454545454546,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RestrictSUIDSGID,156,258,30,41,0.11627906976744186,0.15891472868217055,-4.263565891472868,-7.43801652892562,-1.7543859649122806,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,RootDirectoryOrRootImage,156,258,0,0,0.0,0.0,0.0,0.0,0.0,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,SupplementaryGroups,156,258,78,78,0.3023255813953488,0.3023255813953488,0.0,-2.928870292887029,2.880658436213992,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,SystemCallArchitectures,156,258,25,33,0.09689922480620156,0.12790697674418605,-3.10077519379845,-6.048387096774194,-0.6209274854246875,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,SystemCallFilter,156,258,27,34,0.10465116279069768,0.13178294573643412,-2.7131782945736433,-5.5560718711276325,-0.36363636363636365,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,UMask,156,258,10,11,0.03875968992248062,0.04263565891472868,-0.3875968992248062,-1.8315018315018317,0.8547008547008548,C1X,paired lineage
Fedora ↔ Arch,CROSS_FAMILY,UserOrDynamicUser,156,258,80,82,0.31007751937984496,0.3178294573643411,-0.7751937984496124,-3.7880094043887147,2.0,C1X,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,AmbientCapabilities,256,459,437,437,0.9520697167755992,0.9520697167755992,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,CapabilityBoundingSet,256,459,117,119,0.2549019607843137,0.25925925925925924,-0.4357298474945534,-1.4427083333333333,0.3704220980757286,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,Delegate,256,459,454,454,0.9891067538126361,0.9891067538126361,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,DeviceAllow,256,459,32,31,0.06971677559912855,0.06753812636165578,0.2178649237472767,0.0,0.5110950572995095,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,IPAddressDeny,256,459,20,20,0.04357298474945534,0.04357298474945534,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,KeyringMode,256,459,458,458,0.9978213507625272,0.9978213507625272,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,LockPersonality,256,459,58,59,0.12636165577342048,0.12854030501089325,-0.2178649237472767,-0.7853403141361256,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,MemoryDenyWriteExecute,256,459,67,68,0.14596949891067537,0.14814814814814814,-0.2178649237472767,-0.7772272736436765,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,NoNewPrivileges,256,459,81,83,0.17647058823529413,0.18082788671023964,-0.4357298474945534,-1.201364407886147,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,NotifyAccess,256,459,448,447,0.9760348583877996,0.9738562091503268,0.2178649237472767,0.0,0.7874533775383333,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateDevices,256,459,59,58,0.12854030501089325,0.12636165577342048,0.2178649237472767,-0.546448087431694,0.8621061878387225,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateMounts,256,459,459,459,1.0,1.0,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateNetwork,256,459,19,19,0.04139433551198257,0.04139433551198257,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateTmp,256,459,83,82,0.18082788671023964,0.1786492374727669,0.2178649237472767,0.0,0.7968392387895225,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,PrivateUsers,256,459,12,12,0.026143790849673203,0.026143790849673203,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProcSubset,256,459,3,4,0.006535947712418301,0.008714596949891068,-0.2178649237472767,-0.78125,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectClock,256,459,37,38,0.08061002178649238,0.08278867102396514,-0.2178649237472767,-0.7915697902244051,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectControlGroups,256,459,72,72,0.1568627450980392,0.1568627450980392,0.0,-0.9902841905138144,0.7312614259597806,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectHome,256,459,66,65,0.1437908496732026,0.14161220043572983,0.2178649237472767,0.0,0.7832898172323759,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectHostname,256,459,51,52,0.1111111111111111,0.11328976034858387,-0.2178649237472767,-0.7905399063480971,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelLogs,256,459,51,51,0.1111111111111111,0.1111111111111111,0.0,-0.7673126106629944,0.47551164324873446,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelModules,256,459,69,69,0.1503267973856209,0.1503267973856209,0.0,-1.0309944324569114,0.7476845374671215,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectKernelTunables,256,459,59,60,0.12854030501089325,0.13071895424836602,-0.2178649237472767,-1.0638297872340425,0.5277044854881267,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectProc,256,459,29,29,0.06318082788671024,0.06318082788671024,0.0,-0.7445564516129032,0.4815409309791332,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,ProtectSystem,256,459,47,47,0.10239651416122005,0.10239651416122005,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RemoveIPC,256,459,23,23,0.05010893246187364,0.05010893246187364,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictAddressFamilies,256,459,65,65,0.14161220043572983,0.14161220043572983,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictNamespaces,256,459,51,53,0.1111111111111111,0.11546840958605664,-0.4357298474945534,-1.1594202898550725,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictRealtime,256,459,70,71,0.15250544662309368,0.15468409586056645,-0.2178649237472767,-0.7853918456528011,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RestrictSUIDSGID,256,459,49,50,0.10675381263616558,0.10893246187363835,-0.2178649237472767,-0.78125,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,RootDirectoryOrRootImage,256,459,0,0,0.0,0.0,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SupplementaryGroups,256,459,104,114,0.22657952069716775,0.24836601307189543,-2.178649237472767,-7.017543859649122,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SystemCallArchitectures,256,459,52,52,0.11328976034858387,0.11328976034858387,0.0,-0.7634074622215298,0.4800192307692305,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,SystemCallFilter,256,459,52,51,0.11328976034858387,0.1111111111111111,0.2178649237472767,0.0,0.5110950572995095,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,UMask,256,459,6,6,0.013071895424836602,0.013071895424836602,0.0,0.0,0.0,C1D,paired lineage
Debian ↔ Ubuntu,DERIVATIVE_FAMILY,UserOrDynamicUser,256,459,108,118,0.23529411764705882,0.2570806100217865,-2.178649237472767,-7.142857142857142,0.0,C1D,paired lineage
