distribution,name,version,architecture,source_name,source_version,homepage,canonical_upstream_id,filename,artifact_url,artifact_sha256,component
ubuntu,webfs,1.21+ds1-17,amd64,webfs,1.21+ds1-17,http://linux.bytesex.org/misc/webfs.html,https://linux.bytesex.org/misc/webfs.html,pool/universe/w/webfs/webfs_1.21+ds1-17_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/webfs/webfs_1.21+ds1-17_amd64.deb,c9aa0bac12be2b8c9cb44c07fa0bee66cfc4f11f911281aac218b7db96a8befa,universe
ubuntu,webhook,2.8.0-4build1,amd64,webhook,2.8.0-4build1,https://github.com/adnanh/webhook,https://github.com/adnanh/webhook,pool/universe/w/webhook/webhook_2.8.0-4build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/webhook/webhook_2.8.0-4build1_amd64.deb,36556725aaa7a980b6027bbc281948fd7f9f630f68887ce88e5705747c43b908,universe
ubuntu,weborf-daemon,1.6-1,all,weborf,1.6-1,https://ltworf.codeberg.page/weborf/,https://ltworf.codeberg.page/weborf,pool/universe/w/weborf/weborf-daemon_1.6-1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/weborf/weborf-daemon_1.6-1_all.deb,26eade11c533b5cd336c8b9eb90047f6d5b803b64d4bd26ecd9d8746c91471d1,universe
ubuntu,wesnoth-1.18-server,1:1.18.7-1,amd64,wesnoth-1.18,1:1.18.7-1,https://www.wesnoth.org/,https://www.wesnoth.org,pool/universe/w/wesnoth-1.18/wesnoth-1.18-server_1.18.7-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wesnoth-1.18/wesnoth-1.18-server_1.18.7-1_amd64.deb,d08b5e7048a3bb85dde6ccd05e068870fdd1005023d3b60f4a530e38b064823c,universe
ubuntu,wg-netns,2.3.5-1,all,wg-netns,2.3.5-1,https://github.com/dadevel/wg-netns,https://github.com/dadevel/wg-netns,pool/universe/w/wg-netns/wg-netns_2.3.5-1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wg-netns/wg-netns_2.3.5-1_all.deb,e1365ca5a8f21fad8dacf4a0406318cbf1ecefe8de842f546463264fd91ce516,universe
ubuntu,whereami,0.3.37,all,whereami,0.3.37,,,pool/universe/w/whereami/whereami_0.3.37_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/whereami/whereami_0.3.37_all.deb,e16ad64e0611199605cd47e3eb1b38f9acf0bcb5457e6e15adcf1f3a14a44613,universe
ubuntu,whoopsie,0.2.82ubuntu,amd64,whoopsie,0.2.82ubuntu,http://wiki.ubuntu.com/ErrorTracker,https://wiki.ubuntu.com/ErrorTracker,pool/main/w/whoopsie/whoopsie_0.2.82ubuntu_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/w/whoopsie/whoopsie_0.2.82ubuntu_amd64.deb,76399e507fde65ef34791939f5d154be72948dbc374d0e424c7850d92330cdc8,main
ubuntu,winbind,2:4.23.6+dfsg-1ubuntu2,amd64,samba,2:4.23.6+dfsg-1ubuntu2,https://www.samba.org,https://www.samba.org,pool/main/s/samba/winbind_4.23.6+dfsg-1ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/s/samba/winbind_4.23.6+dfsg-1ubuntu2_amd64.deb,21308d225b849f2e9755c717a0948b2880e1081c05b85375fa5bce2393f7a3ec,main
ubuntu,wireguard-tools,1.0.20250521-1ubuntu1,amd64,wireguard,1.0.20250521-1ubuntu1,https://www.wireguard.com,https://www.wireguard.com,pool/main/w/wireguard/wireguard-tools_1.0.20250521-1ubuntu1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/w/wireguard/wireguard-tools_1.0.20250521-1ubuntu1_amd64.deb,e948f176ea0324252b7f07327becd1d5df14290ef4fafa392a9d41e96b0459c8,main
ubuntu,wireplumber-system-services,0.5.13-1ubuntu1,all,wireplumber,0.5.13-1ubuntu1,https://gitlab.freedesktop.org/pipewire/wireplumber,https://gitlab.freedesktop.org/pipewire/wireplumber,pool/universe/w/wireplumber/wireplumber-system-services_0.5.13-1ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wireplumber/wireplumber-system-services_0.5.13-1ubuntu1_all.deb,234243254f2abef39e1ca8abc18ae67f2366bf777adfe3eefb6045e7b5a11382,universe
ubuntu,wmbusmeters,1.20.0-1,amd64,wmbusmeters,1.20.0-1,https://github.com/wmbusmeters/wmbusmeters,https://github.com/wmbusmeters/wmbusmeters,pool/universe/w/wmbusmeters/wmbusmeters_1.20.0-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wmbusmeters/wmbusmeters_1.20.0-1_amd64.deb,6d493a8aaeb8d4e7fcf6648140d1c2bccc381f44f1163adc0f04f9effd35df9b,universe
ubuntu,wpasupplicant,2:2.11-0ubuntu5,amd64,wpa,2:2.11-0ubuntu5,https://w1.fi/wpa_supplicant/,https://w1.fi/wpa_supplicant,pool/main/w/wpa/wpasupplicant_2.11-0ubuntu5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/w/wpa/wpasupplicant_2.11-0ubuntu5_amd64.deb,c64c5f1c9cb333cd766abdc4e8732404c65787f34228e841b6447376a3887a90,main
ubuntu,wsdd-server,2:0.8-5ubuntu1,all,wsdd,2:0.8-5ubuntu1,https://github.com/christgau/wsdd,https://github.com/christgau/wsdd,pool/universe/w/wsdd/wsdd-server_0.8-5ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wsdd/wsdd-server_0.8-5ubuntu1_all.deb,fec6b892f06e0b77788f1bb8ec5bda238a1b4d05323ace7cf0f802bdc70bda27,universe
ubuntu,wsdd2,1.8.7+dfsg-1.2build1,amd64,wsdd2,1.8.7+dfsg-1.2build1,https://github.com/Andy2244/wsdd2,https://github.com/Andy2244/wsdd2,pool/universe/w/wsdd2/wsdd2_1.8.7+dfsg-1.2build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wsdd2/wsdd2_1.8.7+dfsg-1.2build1_amd64.deb,ecb58c1fa8d7ce70e2261bd41ee61e898bcdb55a4b93e1af1be851edab9d566a,universe
ubuntu,wsl-pro-service,0.1.19ubuntu2,amd64,wsl-pro-service,0.1.19ubuntu2,https://github.com/canonical/ubuntu-pro-for-wsl,https://github.com/canonical/ubuntu-pro-for-wsl,pool/main/w/wsl-pro-service/wsl-pro-service_0.1.19ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/w/wsl-pro-service/wsl-pro-service_0.1.19ubuntu2_amd64.deb,2ab38e7d0bed43177f37639d61271dc90ef250ccce85f241a0fa9090e37e912a,main
ubuntu,wtmpdb,0.75.0-5ubuntu1,amd64,wtmpdb,0.75.0-5ubuntu1,https://github.com/thkukuk/wtmpdb/,https://github.com/thkukuk/wtmpdb,pool/universe/w/wtmpdb/wtmpdb_0.75.0-5ubuntu1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/w/wtmpdb/wtmpdb_0.75.0-5ubuntu1_amd64.deb,9c38f4b87b12b36cd1755191e2ac104fb4cfd3a0f7d0e5a4f278d906002a7ac2,universe
ubuntu,x2gobroker-authservice,0.0.4.3-4.4,all,x2gobroker,0.0.4.3-4.4,https://wiki.x2go.org/,https://wiki.x2go.org,pool/universe/x/x2gobroker/x2gobroker-authservice_0.0.4.3-4.4_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2gobroker/x2gobroker-authservice_0.0.4.3-4.4_all.deb,341d1143c5c0eb08b6c286ea74e52968458433f1bbf363f73fb9120bc64103fd,universe
ubuntu,x2gobroker-daemon,0.0.4.3-4.4,all,x2gobroker,0.0.4.3-4.4,https://wiki.x2go.org/,https://wiki.x2go.org,pool/universe/x/x2gobroker/x2gobroker-daemon_0.0.4.3-4.4_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2gobroker/x2gobroker-daemon_0.0.4.3-4.4_all.deb,3c11feff3f40fb0ded46f49c338622ae1ec9ac23bab4457169243b26b1f74c2f,universe
ubuntu,x2gobroker-loadchecker,0.0.4.3-4.4,all,x2gobroker,0.0.4.3-4.4,https://wiki.x2go.org/,https://wiki.x2go.org,pool/universe/x/x2gobroker/x2gobroker-loadchecker_0.0.4.3-4.4_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2gobroker/x2gobroker-loadchecker_0.0.4.3-4.4_all.deb,621dfa81716ed37b78a2cccdbb9819b911a093a980b7d1cc679a9ef38a8ac596,universe
ubuntu,x2goserver,4.1.0.6-1.1build3,amd64,x2goserver,4.1.0.6-1.1build3,http://wiki.x2go.org,https://wiki.x2go.org,pool/universe/x/x2goserver/x2goserver_4.1.0.6-1.1build3_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2goserver/x2goserver_4.1.0.6-1.1build3_amd64.deb,a333d468b95ce7df6dc43bf08d8616e5045c8908caa14229c9ca4b0d2aedadaf,universe
ubuntu,x2gothinclient-cdmanager,1.5.0.1-13,amd64,x2gothinclient,1.5.0.1-13,https://code.x2go.org/releases/source/x2gothinclient,https://code.x2go.org/releases/source/x2gothinclient,pool/universe/x/x2gothinclient/x2gothinclient-cdmanager_1.5.0.1-13_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2gothinclient/x2gothinclient-cdmanager_1.5.0.1-13_amd64.deb,1e30157dda670d976113ea2b4f6d4e95aab4af7f2449accce67373d081ad2111,universe
ubuntu,x2gothinclient-displaymanager,1.5.0.1-13,all,x2gothinclient,1.5.0.1-13,https://code.x2go.org/releases/source/x2gothinclient,https://code.x2go.org/releases/source/x2gothinclient,pool/universe/x/x2gothinclient/x2gothinclient-displaymanager_1.5.0.1-13_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/x2gothinclient/x2gothinclient-displaymanager_1.5.0.1-13_all.deb,3cd4a6d68feae542e2735a0d253124a0d00096d481ecb586153778e1a104fb11,universe
ubuntu,xdm,1:1.1.11-6.1ubuntu2,amd64,xdm,1:1.1.11-6.1ubuntu2,https://gitlab.freedesktop.org/xorg/app/xdm,https://gitlab.freedesktop.org/xorg/app/xdm,pool/universe/x/xdm/xdm_1.1.11-6.1ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xdm/xdm_1.1.11-6.1ubuntu2_amd64.deb,deef11ab83cd3317b845b632a04afd12a2cfa1e4ac2520aeaf2baf4412a8ed8e,universe
ubuntu,xe-guest-utilities,7.20.2-0ubuntu2,amd64,xe-guest-utilities,7.20.2-0ubuntu2,https://launchpad.net/ubuntu/+source/xe-guest-utilities,https://launchpad.net/ubuntu/+source/xe-guest-utilities,pool/universe/x/xe-guest-utilities/xe-guest-utilities_7.20.2-0ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xe-guest-utilities/xe-guest-utilities_7.20.2-0ubuntu2_amd64.deb,c641c3cdbc9ee36a7c4c62fcd40a861229be20c05946ffab05fa58e1aec18f71,universe
ubuntu,xen-utils-common,4.20.2+7-g1badcf5035-2build2,amd64,xen,4.20.2+7-g1badcf5035-2build2,https://xenproject.org/,https://xenproject.org,pool/universe/x/xen/xen-utils-common_4.20.2+7-g1badcf5035-2build2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xen/xen-utils-common_4.20.2+7-g1badcf5035-2build2_amd64.deb,16ac5653b92a24bf06cb50b5d02f67afbd5a118bbcaf27aac941f4d2a4ba5158,universe
ubuntu,xfsprogs,6.18.0-3,amd64,xfsprogs,6.18.0-3,https://xfs.wiki.kernel.org/,https://xfs.wiki.kernel.org,pool/main/x/xfsprogs/xfsprogs_6.18.0-3_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/x/xfsprogs/xfsprogs_6.18.0-3_amd64.deb,110f9eaa1476e38ced178ea5e392efa8c7f22edcd8a6b4f3f9fbd22c6b0739da,main
ubuntu,xinetd,1:2.3.15.4-6build1,amd64,xinetd,1:2.3.15.4-6build1,https://github.com/openSUSE/xinetd,https://github.com/openSUSE/xinetd,pool/universe/x/xinetd/xinetd_2.3.15.4-6build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xinetd/xinetd_2.3.15.4-6build1_amd64.deb,28ee04d34b1d308cc300364abac3d9a85d450a38d1d113a9b623fc0491a078db,universe
ubuntu,xl2tpd,1.3.20-1,amd64,xl2tpd,1.3.20-1,https://www.xelerance.com/software/xl2tpd/,https://www.xelerance.com/software/xl2tpd,pool/universe/x/xl2tpd/xl2tpd_1.3.20-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xl2tpd/xl2tpd_1.3.20-1_amd64.deb,5d47e0ed2d5803f6a574e6ba8349a3d7a417e1e0dca8e60c92e31f191926bdb4,universe
ubuntu,xrdp,0.10.1-4.1,amd64,xrdp,0.10.1-4.1,https://www.xrdp.org/,https://www.xrdp.org,pool/universe/x/xrdp/xrdp_0.10.1-4.1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xrdp/xrdp_0.10.1-4.1_amd64.deb,c4b3688b0d839369f0b3c8faa4940597c5aa51d1573ab1d4ce63ccb53add82be,universe
ubuntu,xringd,1.20-29build1,amd64,xringd,1.20-29build1,,,pool/universe/x/xringd/xringd_1.20-29build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xringd/xringd_1.20-29build1_amd64.deb,29ef97ec3bbb1f11be27e4eae9977cfd6e29354b105964a489c1f2399bc4896c,universe
ubuntu,xrootd-server,5.9.1-3build1,amd64,xrootd,5.9.1-3build1,https://xrootd.web.cern.ch/,https://xrootd.web.cern.ch,pool/universe/x/xrootd/xrootd-server_5.9.1-3build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xrootd/xrootd-server_5.9.1-3build1_amd64.deb,eed3a2f60f39a10db46896dd6f45c3256b6e9d8598ce10f397d2ee4a858399e3,universe
ubuntu,xserver-xorg-input-wacom,1:1.2.3-1ubuntu2,amd64,xf86-input-wacom,1:1.2.3-1ubuntu2,https://linuxwacom.github.io/,https://linuxwacom.github.io,pool/universe/x/xf86-input-wacom/xserver-xorg-input-wacom_1.2.3-1ubuntu2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xf86-input-wacom/xserver-xorg-input-wacom_1.2.3-1ubuntu2_amd64.deb,aebb9a93f647cd50bdc36fb53d04913565839a329b8913ec5f27bbb246ec7901,universe
ubuntu,xymon,4.3.30-5,amd64,xymon,4.3.30-5,https://xymon.sourceforge.io/,https://xymon.sourceforge.io,pool/universe/x/xymon/xymon_4.3.30-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xymon/xymon_4.3.30-5_amd64.deb,a8fb38d471b9411245c72460102ed3ff7d03e6bc5941c5f33bb875e51f809056,universe
ubuntu,xymon-client,4.3.30-5,amd64,xymon,4.3.30-5,https://xymon.sourceforge.io/,https://xymon.sourceforge.io,pool/universe/x/xymon/xymon-client_4.3.30-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/x/xymon/xymon-client_4.3.30-5_amd64.deb,61f359b2758c76d7bfeffe17f7feccde51fd5ffc1dca5ca8f56875d0f892785c,universe
ubuntu,yadifa,3.0.6-1,amd64,yadifa,3.0.6-1,https://www.yadifa.eu,https://www.yadifa.eu,pool/universe/y/yadifa/yadifa_3.0.6-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yadifa/yadifa_3.0.6-1_amd64.deb,28d5574fd5ca752c3474506b29d579a1eed4d01e355465ed03d866346944d294,universe
ubuntu,yaku-ns,0.2-6,amd64,yaku-ns,0.2-6,https://github.com/antirez/yaku-ns,https://github.com/antirez/yaku-ns,pool/universe/y/yaku-ns/yaku-ns_0.2-6_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yaku-ns/yaku-ns_0.2-6_amd64.deb,35369987ce0e8f23447c3264b1e7cb1452bb991b5ccc418c62e7e002111f907d,universe
ubuntu,yaskkserv,1.1.1-4,amd64,yaskkserv,1.1.1-4,https://github.com/wachikun/yaskkserv,https://github.com/wachikun/yaskkserv,pool/universe/y/yaskkserv/yaskkserv_1.1.1-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yaskkserv/yaskkserv_1.1.1-4_amd64.deb,91304adca5039f303e7d26aadc3587aed469d4937d49dc36995e237af71e295c,universe
ubuntu,yaws,2.2.0+dfsg-2build1,all,yaws,2.2.0+dfsg-2build1,http://yaws.hyber.org/,https://yaws.hyber.org,pool/universe/y/yaws/yaws_2.2.0+dfsg-2build1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yaws/yaws_2.2.0+dfsg-2build1_all.deb,ed6c3d25bade608d8bc566172a691e5e83595afa11caa4280b18fd3792288e55,universe
ubuntu,yggdrasil,0.5.12-5,amd64,yggdrasil,0.5.12-5,https://github.com/yggdrasil-network/yggdrasil-go,https://github.com/yggdrasil-network/yggdrasil-go,pool/universe/y/yggdrasil/yggdrasil_0.5.12-5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yggdrasil/yggdrasil_0.5.12-5_amd64.deb,184be91b0c10442395570b19699bf04c11d8fec289201eefac037a64bf58cbaa,universe
ubuntu,ypbind-mt,2.7.2-3build2,amd64,ypbind-mt,2.7.2-3build2,http://www.linux-nis.org/,https://www.linux-nis.org,pool/universe/y/ypbind-mt/ypbind-mt_2.7.2-3build2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/ypbind-mt/ypbind-mt_2.7.2-3build2_amd64.deb,55840f3546f98e0f02c93e1da67541e74e5fbf0b4e31fabaa7f896f178a9b2c0,universe
ubuntu,ypserv,4.2-3,amd64,ypserv,4.2-3,http://www.linux-nis.org/,https://www.linux-nis.org,pool/universe/y/ypserv/ypserv_4.2-3_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/ypserv/ypserv_4.2-3_amd64.deb,8c4df391edb80a6e95abf0893031bbdbe3353ab4890893955c56bfbacb274973,universe
ubuntu,yubihsm-connector,3.0.7-1,amd64,yubihsm-connector,3.0.7-1,https://developers.yubico.com/yubihsm-connector/,https://developers.yubico.com/yubihsm-connector,pool/universe/y/yubihsm-connector/yubihsm-connector_3.0.7-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yubihsm-connector/yubihsm-connector_3.0.7-1_amd64.deb,8e52cabb4e76ec495cbe6dea10de2594eb2fc63e4e49a4eba92b695016d82214,universe
ubuntu,yubikey-luks,0.5.1+29.g5df2b95-7,all,yubikey-luks,0.5.1+29.g5df2b95-7,https://github.com/cornelinux/yubikey-luks,https://github.com/cornelinux/yubikey-luks,pool/universe/y/yubikey-luks/yubikey-luks_0.5.1+29.g5df2b95-7_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/y/yubikey-luks/yubikey-luks_0.5.1+29.g5df2b95-7_all.deb,d7c10f12f6b379db4041b66599a83508141238290642ccc985a15a09ec47e59d,universe
ubuntu,zabbix-agent,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-agent_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-agent_7.0.22+dfsg-1_amd64.deb,d33dfa711981ee91d1f1164a52fbf8d918566368ae891f03d8577e06f8d7c16d,universe
ubuntu,zabbix-agent2,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-agent2_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-agent2_7.0.22+dfsg-1_amd64.deb,c19e0cb94d3452335a146394427c9b26c7e32d693d62615a915184177f773bf0,universe
ubuntu,zabbix-java-gateway,1:7.0.22+dfsg-1,all,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-java-gateway_7.0.22+dfsg-1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-java-gateway_7.0.22+dfsg-1_all.deb,7f04e57dacd8743eb7b5398f6adf5eb31cf26960ab220d4b831ad84356359d46,universe
ubuntu,zabbix-proxy-mysql,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-proxy-mysql_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-proxy-mysql_7.0.22+dfsg-1_amd64.deb,d277f52b2532dbe255dfc93c7a2f013805b91a2094c92e50b9d81e4ad4084fb7,universe
ubuntu,zabbix-proxy-pgsql,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-proxy-pgsql_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-proxy-pgsql_7.0.22+dfsg-1_amd64.deb,5f9a05a29fa0672ba6821e2c74c42f0dce3d68356712c4a6775aa4900303a02c,universe
ubuntu,zabbix-proxy-sqlite3,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-proxy-sqlite3_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-proxy-sqlite3_7.0.22+dfsg-1_amd64.deb,f11ed82d328c592130c66b2af11bb8b5e72517da2dcec52cfed79d8f7e568f75,universe
ubuntu,zabbix-server-mysql,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-server-mysql_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-server-mysql_7.0.22+dfsg-1_amd64.deb,67c12199b9e53296d993fe086a023675cd6c8800980178cf6df778b69d5b6dec,universe
ubuntu,zabbix-server-pgsql,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-server-pgsql_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-server-pgsql_7.0.22+dfsg-1_amd64.deb,7e06d9d7eec55fa7adb8595aacfca382d174a3ff86eacb25db1c7ac83f11ab6c,universe
ubuntu,zabbix-web-service,1:7.0.22+dfsg-1,amd64,zabbix,1:7.0.22+dfsg-1,http://zabbix.com,https://zabbix.com,pool/universe/z/zabbix/zabbix-web-service_7.0.22+dfsg-1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zabbix/zabbix-web-service_7.0.22+dfsg-1_amd64.deb,0ba95f42735ef61a3ece09fd8e89cc49a3b3af0e67d72faebd7c051afd059095,universe
ubuntu,zaqar-server,22.0.0-0ubuntu1,all,zaqar,22.0.0-0ubuntu1,https://opendev.org/openstack/zaqar/,https://opendev.org/openstack/zaqar,pool/universe/z/zaqar/zaqar-server_22.0.0-0ubuntu1_all.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zaqar/zaqar-server_22.0.0-0ubuntu1_all.deb,fa58fbb13f37c17c995315a330f7ab70efdf1b3e6d029ac139ceab968f17e40e,universe
ubuntu,zcfan,1.4.0-2build1,amd64,zcfan,1.4.0-2build1,https://github.com/cdown/zcfan,https://github.com/cdown/zcfan,pool/universe/z/zcfan/zcfan_1.4.0-2build1_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zcfan/zcfan_1.4.0-2build1_amd64.deb,65d545e210b99991cb435b53a0638cf487ac4e1dd612ac03791dc1914c4e17b5,universe
ubuntu,zephyr-clients,3.1.2-4,amd64,zephyr,3.1.2-4,https://github.com/zephyr-im/zephyr,https://github.com/zephyr-im/zephyr,pool/universe/z/zephyr/zephyr-clients_3.1.2-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zephyr/zephyr-clients_3.1.2-4_amd64.deb,9e05c0f368f34110551089f603eb3405d696654884eac5b2ae0479e2d3ae2324,universe
ubuntu,zephyr-server,3.1.2-4,amd64,zephyr,3.1.2-4,https://github.com/zephyr-im/zephyr,https://github.com/zephyr-im/zephyr,pool/universe/z/zephyr/zephyr-server_3.1.2-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zephyr/zephyr-server_3.1.2-4_amd64.deb,b1aafc7f9bb6bbb39e799dffb0c0d201ff1ea795fa1155dfed9bba0c5d3dcbf1,universe
ubuntu,zephyr-server-krb5,3.1.2-4,amd64,zephyr,3.1.2-4,https://github.com/zephyr-im/zephyr,https://github.com/zephyr-im/zephyr,pool/universe/z/zephyr/zephyr-server-krb5_3.1.2-4_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zephyr/zephyr-server-krb5_3.1.2-4_amd64.deb,61321893dafa91302a956314102ea1516c1bca6cbc82f46c36b29b26f3aff508,universe
ubuntu,zeroc-glacier2,3.7.10-4build2,amd64,zeroc-ice,3.7.10-4build2,https://zeroc.com,https://zeroc.com,pool/universe/z/zeroc-ice/zeroc-glacier2_3.7.10-4build2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zeroc-ice/zeroc-glacier2_3.7.10-4build2_amd64.deb,f0bb23a775d80935e9366dc1e06c331b574db919e0c178c77660380419f6c540,universe
ubuntu,zeroc-icegrid,3.7.10-4build2,amd64,zeroc-ice,3.7.10-4build2,https://zeroc.com,https://zeroc.com,pool/universe/z/zeroc-ice/zeroc-icegrid_3.7.10-4build2_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zeroc-ice/zeroc-icegrid_3.7.10-4build2_amd64.deb,af2fb80bf3798507864d1d0fbcc92f254a70553dfab5ee5101039d00debe7cf7,universe
ubuntu,zfs-fuse,0.7.0-33,amd64,zfs-fuse,0.7.0-33,,,pool/universe/z/zfs-fuse/zfs-fuse_0.7.0-33_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/zfs-fuse/zfs-fuse_0.7.0-33_amd64.deb,9ab3fdc02814015db8169eb46b55f63f38434c3b757728d492888f70f6ceaf3d,universe
ubuntu,zfs-zed,2.4.1-1ubuntu5,amd64,zfs-linux,2.4.1-1ubuntu5,https://zfsonlinux.org/,https://zfsonlinux.org,pool/main/z/zfs-linux/zfs-zed_2.4.1-1ubuntu5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/z/zfs-linux/zfs-zed_2.4.1-1ubuntu5_amd64.deb,371e25da789c1ca196db6f3f2b8f5c68cc18110c92c5f4dd4b5fe0c4c3a26a3d,main
ubuntu,zfsutils-linux,2.4.1-1ubuntu5,amd64,zfs-linux,2.4.1-1ubuntu5,https://zfsonlinux.org/,https://zfsonlinux.org,pool/main/z/zfs-linux/zfsutils-linux_2.4.1-1ubuntu5_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/main/z/zfs-linux/zfsutils-linux_2.4.1-1ubuntu5_amd64.deb,424fca61f52c069dc9c402b9236c57ed24d7dfba701381d474eb0ad135a96c2d,main
ubuntu,ziproxy,3.3.2-8,amd64,ziproxy,3.3.2-8,http://ziproxy.sf.net,https://ziproxy.sf.net,pool/universe/z/ziproxy/ziproxy_3.3.2-8_amd64.deb,https://archive.ubuntu.com/ubuntu/pool/universe/z/ziproxy/ziproxy_3.3.2-8_amd64.deb,1fbb80e6d8e419795ea65c5ef78ff30523656708f28f802a7a033eae8d83f467,universe
