cohort,lineage_id,canonical_upstream_id,distributions,distribution_count,family_type
C1,https://deluge-torrent.org::deluge-web,https://deluge-torrent.org,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://deluge-torrent.org::deluged,https://deluge-torrent.org,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://devel.freebsoft.org/speechd::speech-dispatcher,https://devel.freebsoft.org/speechd,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://digint.ch/btrbk::btrbk,https://digint.ch/btrbk,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://dnsdist.org::dnsdist,https://dnsdist.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://dun.github.io/munge::munged,https://dun.github.io/munge,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://ee.lbl.gov::true,https://ee.lbl.gov,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://etckeeper.branchable.com::upstream-unit::systemd/etckeeper.service,https://etckeeper.branchable.com,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://fastnetmon.com::upstream-unit::src/packaging/fedora/fastnetmon.service,https://fastnetmon.com,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://flatpak.org::flatpak-system-helper,https://flatpak.org,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://forgejo.org::forgejo,https://forgejo.org,arch;fedora,2,MIXED_OR_GENERAL
C1,https://fusioninventory.org::fusioninventory-agent,https://fusioninventory.org,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://gdnsd.org::gdnsd,https://gdnsd.org,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://gerbera.io::gerbera,https://gerbera.io,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://git.kernel.org/pub/scm/network/connman/connman::connman-vpnd,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://git.kernel.org/pub/scm/network/connman/connman::connmand,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://git.kernel.org/pub/scm/network/connman/connman::connmand-wait-online,https://git.kernel.org/pub/scm/network/connman/connman,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/42wim/matterbridge::matterbridge,https://github.com/42wim/matterbridge,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/AsahiLinux/asahi-scripts::upstream-unit::macsmc-battery/systemd/macsmc-battery-charge-control-end-threshold.service,https://github.com/AsahiLinux/asahi-scripts,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/COVESA/dlt-daemon::dlt-daemon,https://github.com/COVESA/dlt-daemon,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/COVESA/dlt-daemon::dlt-dbus,https://github.com/COVESA/dlt-daemon,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/COVESA/dlt-daemon::dlt-system,https://github.com/COVESA/dlt-daemon,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ClusterLabs/booth::boothd,https://github.com/ClusterLabs/booth,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ClusterLabs/booth::true,https://github.com/ClusterLabs/booth,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/ClusterLabs/fence-agents::fence_virtd,https://github.com/ClusterLabs/fence-agents,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ClusterLabs/pcs::pcs_snmp_agent,https://github.com/ClusterLabs/pcs,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/ClusterLabs/resource-agents::ldirectord,https://github.com/ClusterLabs/resource-agents,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/DNSCrypt/dnscrypt-proxy::dnscrypt-proxy,https://github.com/DNSCrypt/dnscrypt-proxy,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/DNSCrypt/dnscrypt-proxy::sh,https://github.com/DNSCrypt/dnscrypt-proxy,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/EGI-Federation/bdii::bdii-slapd-start,https://github.com/EGI-Federation/bdii,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/EGI-Federation/bdii::sh,https://github.com/EGI-Federation/bdii,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/ErikReider/SwayOSD::swayosd-libinput-backend,https://github.com/ErikReider/SwayOSD,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/Exa-Networks/exabgp::exabgp,https://github.com/Exa-Networks/exabgp,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-boot.service,https://github.com/FoobarOy/foomuuri,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-dbus.service,https://github.com/FoobarOy/foomuuri,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-iplist.service,https://github.com/FoobarOy/foomuuri,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri-monitor.service,https://github.com/FoobarOy/foomuuri,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/FoobarOy/foomuuri::upstream-unit::systemd/foomuuri.service,https://github.com/FoobarOy/foomuuri,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/GoogleCloudPlatform/guest-agent::true,https://github.com/GoogleCloudPlatform/guest-agent,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/GoogleCloudPlatform/guest-agent::upstream-unit::google-guest-agent.service,https://github.com/GoogleCloudPlatform/guest-agent,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/GoogleCloudPlatform/osconfig::google_osconfig_agent,https://github.com/GoogleCloudPlatform/osconfig,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/HewlettPackard/netperf::netserver,https://github.com/HewlettPackard/netperf,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/Irqbalance/irqbalance::irqbalance,https://github.com/Irqbalance/irqbalance,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/JoseExposito/touchegg::touchegg,https://github.com/JoseExposito/touchegg,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/NetworkBlockDevice/nbd::nbd-server,https://github.com/NetworkBlockDevice/nbd,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/OpenMandrivaSoftware/ossp::osspd,https://github.com/OpenMandrivaSoftware/ossp,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/OpenPrinting/ipp-usb::ipp-usb,https://github.com/OpenPrinting/ipp-usb,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/OpenPrinting/pappl-retrofit::upstream-unit::legacy/legacy-printer-app.service,https://github.com/OpenPrinting/pappl-retrofit,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/PixlOne/logiops::logid,https://github.com/PixlOne/logiops,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_autofs,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_ifp,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_kcm,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_nss,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_pac,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_pam,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_ssh,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/SSSD/sssd::sssd_sudo,https://github.com/SSSD/sssd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/Snawoot/postfix-mta-sts-resolver::mta-sts-daemon,https://github.com/Snawoot/postfix-mta-sts-resolver,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/SuperQ/smokeping_prober::prometheus-smokeping-prober,https://github.com/SuperQ/smokeping_prober,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/adnanh/webhook::webhook,https://github.com/adnanh/webhook,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/analogdevicesinc/libiio::iiod,https://github.com/analogdevicesinc/libiio,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ar-/incron::incrond,https://github.com/ar-/incron,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/authselect/authselect::upstream-unit::systemd/authselect-apply-changes.service,https://github.com/authselect/authselect,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/blueman-project/blueman::blueman-mechanism,https://github.com/blueman-project/blueman,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/bus1/dbus-broker::dbus-broker-launch,https://github.com/bus1/dbus-broker,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/cdown/zcfan::zcfan,https://github.com/cdown/zcfan,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ckb-next/ckb-next::ckb-next-daemon,https://github.com/ckb-next/ckb-next,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/cminyard/ser2net::ser2net,https://github.com/cminyard/ser2net,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/containernetworking/plugins::dhcp,https://github.com/containernetworking/plugins,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/corosync/corosync-qdevice::corosync-qdevice,https://github.com/corosync/corosync-qdevice,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/corosync/corosync-qdevice::corosync-qnetd,https://github.com/corosync/corosync-qdevice,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/coturn/coturn::turnserver,https://github.com/coturn/coturn,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/cronie-crond/cronie::crond,https://github.com/cronie-crond/cronie,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/czerwonk/bird_exporter::prometheus-bird-exporter,https://github.com/czerwonk/bird_exporter,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/dani-garcia/vaultwarden::vaultwarden,https://github.com/dani-garcia/vaultwarden,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/darrylb123/usbrelay::python3,https://github.com/darrylb123/usbrelay,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/ddccontrol/ddccontrol::ddccontrol_service,https://github.com/ddccontrol/ddccontrol,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/distcc/distcc::distccd,https://github.com/distcc/distcc,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/dlundquist/sniproxy::sniproxy,https://github.com/dlundquist/sniproxy,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/element-hq/synapse::python3,https://github.com/element-hq/synapse,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/elementary/settings-daemon::busctl,https://github.com/elementary/settings-daemon,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/evgeni/hdapsd::hdapsd,https://github.com/evgeni/hdapsd,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/evilsocket/opensnitch::opensnitchd,https://github.com/evilsocket/opensnitch,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/facebookincubator/oomd::oomd,https://github.com/facebookincubator/oomd,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/freeipa/freeipa-healthcheck::upstream-unit::systemd/ipa-healthcheck.service,https://github.com/freeipa/freeipa-healthcheck,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/fujita/tgt::tgtd,https://github.com/fujita/tgt,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/fwupd/fwupd::fwupd,https://github.com/fwupd/fwupd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/fwupd/fwupd::fwupdmgr,https://github.com/fwupd/fwupd,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/ggml-org/llama.cpp::llama-server,https://github.com/ggml-org/llama.cpp,arch;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/gnosek/fcgiwrap::fcgiwrap,https://github.com/gnosek/fcgiwrap,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/graphite-project/carbon::carbon-cache,https://github.com/graphite-project/carbon,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/gridcf/gct::globus-gridftp-server,https://github.com/gridcf/gct,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/grondo/edac-utils::edac-ctl,https://github.com/grondo/edac-utils,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/gssapi/gssproxy::gssproxy,https://github.com/gssapi/gssproxy,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/hardinfo2/hardinfo2::upstream-unit::tools/hardinfo2.service,https://github.com/hardinfo2/hardinfo2,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/hughsie/passim::passimd,https://github.com/hughsie/passim,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/intel/intel-lpmd::intel_lpmd,https://github.com/intel/intel-lpmd,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/intel/ledmon::ledmon,https://github.com/intel/ledmon,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/intel/qatlib::qatmgr,https://github.com/intel/qatlib,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/intel/thermal_daemon::thermald,https://github.com/intel/thermal_daemon,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/jonnenauha/prometheus_varnish_exporter::prometheus-varnish-exporter,https://github.com/jonnenauha/prometheus_varnish_exporter,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/juanfont/headscale::headscale,https://github.com/juanfont/headscale,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/kdave/btrfsmaintenance::btrfsmaintenance-refresh-cron.sh,https://github.com/kdave/btrfsmaintenance,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-balance.service,https://github.com/kdave/btrfsmaintenance,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-defrag.service,https://github.com/kdave/btrfsmaintenance,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-scrub.service,https://github.com/kdave/btrfsmaintenance,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/kdave/btrfsmaintenance::upstream-unit::btrfs-trim.service,https://github.com/kdave/btrfsmaintenance,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/kmscon/kmscon::kmscon,https://github.com/kmscon/kmscon,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/ksmtuned/ksmtuned::ksmctl,https://github.com/ksmtuned/ksmtuned,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ksmtuned/ksmtuned::ksmtuned,https://github.com/ksmtuned/ksmtuned,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/latchset/clevis::clevis-luks-askpass,https://github.com/latchset/clevis,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/latchset/clevis::upstream-unit::src/luks/systemd/clevis-luks-pkcs11-askpass.service,https://github.com/latchset/clevis,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/libratbag/libratbag::ratbagd,https://github.com/libratbag/libratbag,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linux-application-whitelisting/fapolicyd::upstream-unit::init/fapolicyd.service,https://github.com/linux-application-whitelisting/fapolicyd,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/linux-audit/audit-userspace::auditd,https://github.com/linux-audit/audit-userspace,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linux-audit/audit-userspace::augenrules,https://github.com/linux-audit/audit-userspace,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linux-msm/qbootctl::qbootctl,https://github.com/linux-msm/qbootctl,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/linux-msm/tqftpserv::tqftpserv,https://github.com/linux-msm/tqftpserv,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/linux-nvme/nvme-cli::upstream-unit::nvmf-autoconnect/systemd/nvmefc-boot-connections.service,https://github.com/linux-nvme/nvme-cli,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linux-rdma/opensm::sh,https://github.com/linux-rdma/opensm,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/linux-rdma/rdma-core::ibacm,https://github.com/linux-rdma/rdma-core,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linux-rdma/rdma-core::iwpmd,https://github.com/linux-rdma/rdma-core,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linux-rdma/rdma-core::rdma-ndd,https://github.com/linux-rdma/rdma-core,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linux-rdma/rdma-core::start_on_all_ports,https://github.com/linux-rdma/rdma-core,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/dde-api::upstream-unit::misc/systemd/system/deepin-api-device.service,https://github.com/linuxdeepin/dde-api,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/dde-api::upstream-unit::misc/systemd/system/deepin-login-sound.service,https://github.com/linuxdeepin/dde-api,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/dde-api::upstream-unit::misc/systemd/system/deepin-shutdown-sound.service,https://github.com/linuxdeepin/dde-api,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/dde-api::upstream-unit::misc/systemd/system/deepin-sound-theme-player.service,https://github.com/linuxdeepin/dde-api,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/deepin-boot-maker::upstream-unit::src/service/data/deepin-boot-maker.service,https://github.com/linuxdeepin/deepin-boot-maker,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/deepin-pw-check::upstream-unit::misc/systemd-service/deepin-passwd-conf.service,https://github.com/linuxdeepin/deepin-pw-check,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/linuxdeepin/deepin-system-monitor::upstream-unit::deepin-system-monitor-system-server/misc/deepin-system-monitor-system-server.service,https://github.com/linuxdeepin/deepin-system-monitor,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/logrotate/logrotate::upstream-unit::examples/logrotate.service,https://github.com/logrotate/logrotate,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/mikebrady/shairport-sync::shairport-sync,https://github.com/mikebrady/shairport-sync,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/nfs-ganesha/nfs-ganesha::bash,https://github.com/nfs-ganesha/nfs-ganesha,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/nfs-ganesha/nfs-ganesha::nfs-ganesha-config.sh,https://github.com/nfs-ganesha/nfs-ganesha,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/nhorman/rng-tools::rngd,https://github.com/nhorman/rng-tools,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/oliver006/redis_exporter::prometheus-redis-exporter,https://github.com/oliver006/redis_exporter,arch;debian;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/ollama/ollama::ollama,https://github.com/ollama/ollama,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/open-iscsi/open-isns::isnsd,https://github.com/open-iscsi/open-isns,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/open-iscsi/open-isns::isnsdd,https://github.com/open-iscsi/open-isns,debian;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/open-iscsi/rtslib-fb::upstream-unit::systemd/target.service,https://github.com/open-iscsi/rtslib-fb,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/open-iscsi/targetcli-fb::upstream-unit::systemd/targetclid.service,https://github.com/open-iscsi/targetcli-fb,fedora;ubuntu,2,MIXED_OR_GENERAL
C1,https://github.com/open-iscsi/tcmu-runner::upstream-unit::tcmu-runner.service,https://github.com/open-iscsi/tcmu-runner,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/opencryptoki/opencryptoki::pkcsslotd,https://github.com/opencryptoki/opencryptoki,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/oracle/ktls-utils::upstream-unit::systemd/tlshd.service,https://github.com/oracle/ktls-utils,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/pcherenkov/udpxy::udpxy,https://github.com/pcherenkov/udpxy,arch;fedora,2,MIXED_OR_GENERAL
C1,https://github.com/pendulum-project/ntpd-rs::ntp-daemon,https://github.com/pendulum-project/ntpd-rs,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/pendulum-project/ntpd-rs::upstream-unit::docs/examples/conf/ntpd-rs-metrics.service,https://github.com/pendulum-project/ntpd-rs,debian;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/phillipberndt/autorandr::upstream-unit::contrib/systemd/autorandr-lid-listener.service,https://github.com/phillipberndt/autorandr,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/phillipberndt/autorandr::upstream-unit::contrib/systemd/autorandr.service,https://github.com/phillipberndt/autorandr,arch;fedora;ubuntu,3,MIXED_OR_GENERAL
C1,https://github.com/pmem/ndctl::upstream-unit::cxl/cxl-monitor.service,https://github.com/pmem/ndctl,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/pmem/ndctl::upstream-unit::ndctl/ndctl-monitor.service,https://github.com/pmem/ndctl,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
C1,https://github.com/polkit-org/polkit::polkitd,https://github.com/polkit-org/polkit,arch;debian;fedora;ubuntu,4,MIXED_OR_GENERAL
